appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,languages,genre,tags
5696,Iron Grip Warlord Trailer,ISOTX,ISOTX,,322,51,0,20000,0,0,0,0,0,0,0,0,,"Action, Indie","37,31,20,19,11,10,5"
5697,Prince of Persia: The Forgotten Sands Opening Cinematic,Ubisoft Montreal,Ubisoft,,510,257,0,20000,0,0,0,0,0,0,0,0,English,"Action, Adventure","66,62,34,28,27,22,18,5"
5698,Max and the Magic Marker Trailer 1,Press Play,The Games Company,,36,13,0,20000,0,0,0,0,0,0,0,0,,Indie,"23,7"
5699,All Points Bulletin - Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5700,Chrome Trailer 1,Techland,Meridian4,,0,0,0,20000,0,0,0,0,0,0,0,0,,Action,[]
5701,Chrome - SpecForce Trailer 1,Techland,Meridian4,,0,0,0,20000,0,0,0,0,0,0,0,0,,Action,[]
5702,BLUR Trailer 3,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5703,Star Gate Resistance,FireSky,FireSky,,0,0,0,20000,0,0,0,0,0,0,0,0,,"Action, Adventure",[]
5706,Flight of the Icarus Trailer,Muse Games,Muse Games,,94,148,0,20000,0,0,0,0,0,0,0,0,,"Action, Indie","28,26,14"
5707,BLUR Trailer 2,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5708,Medal of Honor Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5709,DogFighter Trailer 1,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5710,Fallout: New Vegas,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5711,Fallout: New Vegas,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5712,Gratuitous Space Battles: The Swarm trailer,Positech Games,Positech Games,,2,0,0,20000,0,0,0,0,0,0,0,0,,"Strategy, Indie, Simulation","22,21,21"
5713,Super Meat Boy Trailer 2,,,,24663,1323,0,20000,0,0,0,0,0,0,0,0,,,"145,011,671,093,828,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
5714,Sniper: Ghost Warrior Trailer (Multiplayer),City Interactive S.A.,City Interactive S.A.,,2338,1923,0,20000,0,0,0,0,0,0,0,0,,Action,"141,97,61,49,48,47,43,36,33,28,12,8,5"
5715,Prince of Persia: The Forgotten Sands Launch Trailer,Ubisoft Montreal,Ubisoft,,527,273,0,20000,0,0,0,0,0,0,0,0,English,"Action, Adventure","66,62,35,28,27,23,18,8,6"
5716,Sniper: Ghost Warrior Trailer (Headshot),,,,2288,1873,0,20000,0,0,0,0,0,0,0,0,,,"140,97,61,48,47,47,42,35,33,27,12,8,5"
5717,Sniper: Ghost Warrior Trailer,City Interactive S.A.,City Interactive S.A.,,2143,1725,0,20000,0,0,0,0,0,0,0,0,,Action,"88,79,53,44,44,38,33,30,29,22,6"
5718,Lara Croft: Guardian of Light Trailer,Crystal Dynamics Inc.,"SQUARE ENIX, Eidos Interactive",,2590,246,0,20000,0,0,0,0,0,0,0,0,,"Action, Adventure","189,171,130,114,107,99,96,77,72,52,51,44,41,41,40,33,32,29,19,14"
5719,DogFighter Trailer 1.3,"Dark Water Studios, Ltd.","Dark Water Studios, Ltd.",,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5720,F.E.A.R. 3 Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5721,Napoleon: Total War - Peninsular Campaign Trailer,,,,8956,940,0,20000,0,0,0,0,0,0,0,0,,,"487,322,198,177,165,164,154,147,135,122,89,81,64,63,45,34,33,29,26,20"
5722,Alien Swarm Launch Video,Valve,Valve,,17368,943,0,20000,0,0,0,0,0,0,0,0,English,Action,"767,632,503,454,388,377,363,321,300,258,200,178,175,171,165,138,121,93,90,87"
5724,Free Yourself,Valve,Valve,,72411,2472,0,20000,0,0,0,0,0,0,0,0,English,Action,"3,573,238,721,561,960,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
5725,Eve Online - Tyrannis,CCP,CCP,,0,0,0,20000,0,0,0,0,0,0,0,0,,"RPG, Massively Multiplayer",[]
5726,Alien Breed Impact Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5727,Age of Conan - Rise of the Godslayer Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5728,ARMA II - Operation Arrowhead Trailer,Bohemia Interactive,Bohemia Interactive,,17730,1524,0,20000,0,0,0,0,0,0,0,0,,,"449,295,267,254,230,221,214,185,176,170,141,124,103,101,100,95,91,76,75,68"
5729,Ziro Trailer,Kokakiki,Kalypso Media Digital,,22,7,0,20000,0,0,0,0,0,0,0,0,,"Casual, Indie","23,21,15"
5730,eversion Trailer,Zaratustra Productions,Zaratustra Productions,,972,91,0,20000,0,0,0,0,0,0,0,0,,Indie,"124,106,69,53,46,45,41,39,32,29,16,11,9,8,7,7,6"
5731,Jolly Rover Trailer,Brawsome,Brawsome,,250,31,0,20000,0,0,0,0,0,0,0,0,,"Adventure, Casual, Indie","62,43,42,32,27,23,16,7,6,5"
5732,Hearts of Iron III: Semper Fi Trailer,Paradox Interactive,Paradox Interactive,,1,0,0,20000,0,0,0,0,0,0,0,0,,Strategy,"25,9,8"
5734,TF2 Mac Trailer,,,,548886,36081,0,20000,0,0,0,0,0,0,0,0,,,"5,624,517,310,135,700,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
5735,Alien Breed: Impact Trailer,Team17 Software Ltd. ,Team17 Software Ltd.,,815,311,0,20000,0,0,0,0,0,0,0,0,,Action,"89,48,47,45,37,36,27,22,18,18,17,12,10,8"
5736,Voodoo Dice Singleplayer Trailer,Exkee,Ubisoft,,5,1,0,20000,0,0,0,0,0,0,0,0,,Casual,"22,7"
5737,Voodoo Dice Multiplayer Trailer,Exkee,Ubisoft,,5,1,0,20000,0,0,0,0,0,0,0,0,,Casual,"22,7"
5738,Fallout New Vegas E3 2010 trailer,Obsidian Entertainment,Bethesda Softworks,,67336,3181,0,20000,0,0,0,0,0,0,0,0,,"Action, RPG","337,731,562,980,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
5739,Portal 2 Teaser,,Valve,,0,0,0,20000,0,0,0,0,0,0,0,0,English,,[]
5740,Homefront Teaser trailer,Kaos Studios,THQ,,5477,3665,0,20000,0,0,0,0,0,0,0,0,,Action,"104,90,73,70,61,37,30,28,28,20,19,19,13,13"
5741,Homefront Back Story trailer,,,,5760,3862,0,20000,0,0,0,0,0,0,0,0,,,"253,131,95,86,76,51,47,41,35,26,22,22,17,15,7"
5742,Puzzle Dimension trailer,Doctor Entertainment,Doctor Entertainment,,418,41,0,20000,0,0,0,0,0,0,0,0,English,"Casual, Indie","53,41,39,17"
5743,Red Faction: Armageddon Trailer,THQ,THQ,,2729,1039,0,20000,0,0,0,0,0,0,0,0,,,"182,143,98,98,95,86,85,64,64,63,41,36,30,21,19,19,17"
5744,KL2 Arcade Mode English (PEGI),,,,3031,2044,0,20000,0,0,0,0,0,0,0,0,,,"145,76,72,70,51,45,38,35,34,33,30,29,26,20,16,16,15,13,9,8"
5745,Kane & Lynch 2: Arcade Mode (FR),Io Interactive,"SQUARE ENIX, Eidos Interactive",,3020,2032,0,20000,0,0,0,0,0,0,0,0,French,Action,"145,76,72,70,51,45,38,35,34,33,30,28,26,20,16,16,15,13,9,8"
5746,Kane & Lynch 2: Arcade Mode (DE),Io Interactive,"SQUARE ENIX, Eidos Interactive",,2936,1988,0,20000,0,0,0,0,0,0,0,0,German,Action Games,"145,76,71,70,51,45,38,35,34,33,30,28,26,20,16,15,15,13,9,8"
5747,Kane & Lynch 2: Arcade Mode (IT),,,,2814,1917,0,20000,0,0,0,0,0,0,0,0,,,"126,67,61,60,48,38,31,31,30,29,27,24,24,18,14,12,10,8,7,5"
5748,Kane & Lynch 2 Arcade Mode (ES),Io Interactive,"SQUARE ENIX, Eidos Interactive",,3057,2063,0,20000,0,0,0,0,0,0,0,0,Spanish,Action,"145,76,72,70,51,45,40,37,35,34,31,30,26,20,17,16,16,13,9,8"
5749,Kane & Lynch 2: Arcade Mode English (ESRB),Io Interactive,"SQUARE ENIX, Eidos Interactive",,3065,2065,0,20000,0,0,0,0,0,0,0,0,,Action,"145,76,72,70,51,45,40,37,35,34,31,30,26,20,17,16,16,13,9,8"
5750,KL2 Cops Robbers Mode - English (PEGI),,,98,2622,1741,60,20000,0,0,0,0,0,0,0,0,,,"122,65,57,56,46,36,30,29,27,27,26,24,23,15,14,12,11,6,6,6"
5751,Kane & Lynch 2: Cops & Robbers Mode (FR),Io Interactive,"SQUARE ENIX, Eidos Interactive",,2807,1913,0,20000,0,0,0,0,0,0,0,0,French,Action,"126,67,61,60,48,38,31,31,30,29,27,24,24,18,14,12,10,8,7,5"
5752,Kane & Lynch 2: Cops & Robbers Mode (IT),Io Interactive,"SQUARE ENIX, Eidos Interactive",98,2664,1776,60,20000,0,0,0,0,0,0,0,0,Italian,Action,"123,66,58,57,46,36,30,29,29,27,26,24,23,17,14,12,10,6,6,6"
5753,Kane & Lynch 2: Cops & Robbers Mode (ES),Io Interactive,"SQUARE ENIX, Eidos Interactive",,2880,1960,0,20000,0,0,0,0,0,0,0,0,Spanish,Action,"145,76,71,70,51,45,38,35,34,33,30,28,26,20,16,15,15,13,9,8"
5754,Kane & Lynch 2: Cops & Robbers Mode English (ESRB),Io Interactive,"SQUARE ENIX, Eidos Interactive",,2829,1925,0,20000,0,0,0,0,0,0,0,0,English,Action,"126,67,61,60,48,38,32,31,31,29,27,24,24,17,14,12,11,9,8,7"
5755,Kane & Lynch 2: Cops & Robbers Mode (DE),,,,3067,2071,0,20000,0,0,0,0,0,0,0,0,,,"145,76,72,70,51,45,40,37,35,34,31,30,26,20,17,16,16,13,9,8"
5756,KL2 Fragile Alliance Mode  - English (PEGI),,,,3036,2046,0,20000,0,0,0,0,0,0,0,0,,,"145,76,72,70,51,45,38,36,34,33,30,29,26,19,16,16,15,13,9,8"
5757,Kane & Lynch 2: Fragile Alliance Mode (FR),,,,2798,1907,0,20000,0,0,0,0,0,0,0,0,,,"126,67,61,60,48,38,31,31,30,29,27,24,24,18,14,12,10,8,7,5"
5758,Kane & Lynch 2: Fragile Alliance Mode (DE),,,,2834,1925,0,20000,0,0,0,0,0,0,0,0,,,"126,67,61,60,48,38,32,31,31,29,27,24,24,17,14,12,11,9,8,7"
5759,Kane & Lynch 2: Fragile Alliance Mode (IT),Io Interactive,"SQUARE ENIX, Eidos Interactive",,3068,2070,0,20000,0,0,0,0,0,0,0,0,Italian,Action,"146,76,73,71,51,45,40,37,35,34,31,31,26,20,17,16,16,13,9,8"
5760,Kane & Lynch 2: Fragile Alliance Mode (ES),Io Interactive,"SQUARE ENIX, Eidos Interactive",,3066,2066,0,20000,0,0,0,0,0,0,0,0,Spanish,Action,"145,76,72,70,51,45,40,37,35,34,31,30,26,20,17,16,16,13,9,8"
5761,Kane & Lynch 2: Fragile Alliance Mode English (ESRB),,,,3058,2065,0,20000,0,0,0,0,0,0,0,0,,,"145,76,72,70,51,45,40,37,35,34,31,30,26,20,17,16,16,13,9,8"
5762,KL2 She Better Be Worth It - English (PEGI),,,,3022,2034,0,20000,0,0,0,0,0,0,0,0,,,"145,76,72,70,51,45,38,35,34,33,30,28,26,20,16,16,15,13,9,8"
5763,Kane & Lynch 2: She'd Be Worth It (FR),,,,3052,2057,0,20000,0,0,0,0,0,0,0,0,,,"145,76,72,70,51,45,39,36,35,34,31,30,26,19,17,16,16,13,9,8"
5764,Kane & Lynch 2: She'd Be Worth It (DE),,,,3049,2056,0,20000,0,0,0,0,0,0,0,0,,,"145,76,72,70,51,45,39,36,35,34,31,30,26,19,16,16,16,13,9,8"
5765,Kane & Lynch 2: She'd Be Worth It (IT),Io Interactive,"SQUARE ENIX, Eidos Interactive",,2761,1871,0,20000,0,0,0,0,0,0,0,0,Italian,Action,"126,68,60,60,48,37,30,30,30,29,27,24,24,15,14,12,10,8,7,5"
5766,Kane & Lynch 2: She'd Be Worth It (RU),,,,3017,2030,0,20000,0,0,0,0,0,0,0,0,,,"145,76,72,70,51,45,38,35,34,33,30,28,26,20,16,16,15,13,9,8"
5767,Kane & Lynch 2: She'd Be Worth It (ES),Io Interactive,"SQUARE ENIX, Eidos Interactive",,3022,2034,0,20000,0,0,0,0,0,0,0,0,Spanish,Action,"145,76,72,70,51,45,38,35,34,33,30,28,26,20,16,16,15,13,9,8"
5768,Kane & Lynch 2: She'd Be Worth It English (ESRB),,,,3052,2057,0,20000,0,0,0,0,0,0,0,0,,,"145,76,72,70,51,45,39,36,35,34,31,30,26,19,17,16,16,13,9,8"
5769,Kane & Lynch 2: Undercover Cop Mode (FR),Io Interactive,"SQUARE ENIX, Eidos Interactive",98,2664,1778,60,20000,0,0,0,0,0,0,0,0,French,Action,"123,66,58,57,46,36,30,29,29,27,26,24,23,17,14,12,10,6,6,6"
5770,Kane & Lynch 2: Undercover Cop Mode (DE),Io Interactive,"SQUARE ENIX, Eidos Interactive",,2852,1942,0,20000,0,0,0,0,0,0,0,0,German,Action,"144,75,71,69,51,45,38,35,34,32,30,28,26,18,16,15,15,13,9,8"
5771,Kane & Lynch 2: Undercover Cop Mode (IT),Io Interactive,"SQUARE ENIX, Eidos Interactive",,3007,2023,0,20000,0,0,0,0,0,0,0,0,Italian,Action,"145,76,72,70,51,45,38,35,34,33,30,28,26,20,16,15,15,13,9,8"
5772,Kane & Lynch 2: Undercover Cop Mode (ES),Io Interactive,"SQUARE ENIX, Eidos Interactive",,2850,1940,0,20000,0,0,0,0,0,0,0,0,Spanish,Action,"144,75,71,69,51,45,38,35,34,32,30,28,26,18,16,15,15,13,9,8"
5773,Kane & Lynch 2: Undercover Cop Mode English (ESRB),Io Interactive,"SQUARE ENIX, Eidos Interactive",,3052,2057,0,20000,0,0,0,0,0,0,0,0,English,Action,"145,76,72,70,51,45,39,36,35,34,31,30,26,19,17,16,16,13,9,8"
5774,KL2 Undercover Cop Mode - English (PEGI),,,,2757,1867,0,20000,0,0,0,0,0,0,0,0,,,"126,68,60,60,48,37,30,30,30,29,27,24,24,15,14,12,10,8,7,5"
5775,Transformers Reveal Trailer,High Moon Studios,Activision,99,1550,173,89,20000,0,0,0,0,0,0,0,0,,Action,"132,79,73,71,71,70,66,63,54,53,37,8,8,7,5"
5776,Shrek Forever After Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5777,Singularity Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5778,TDU2 Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5779,Razor2: Hidden Skies Trailer,Invent4 Entertainment,Strategy First Inc.,,49,156,0,20000,0,0,0,0,0,0,0,0,,,"31,29,24,21,11,9,6"
5780,Numen: Contest of Heroes Video,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",,69,77,0,20000,0,0,0,0,0,0,0,0,,RPG,"50,11,9,5"
5781,The Guild 2 Pirates Video,4 Head Studios,Nordic Games,,113,53,0,20000,0,0,0,0,0,0,0,0,English,"Strategy, Simulation","46,38,21,16,8,7,6"
5782,The Guild 2 Video,4 Head Studios,Nordic Games,,399,200,0,20000,0,0,0,0,0,0,0,0,English,"Strategy, Simulation","92,83,49,39,31,27,27,25,23,8,6,5,5"
5783,The Guild 2 Pirates New Features Video,4 Head Studios,Nordic Games,,112,52,0,20000,0,0,0,0,0,0,0,0,English,"Strategy, Simulation","46,38,21,16,8,7,6"
5784,Harry Potter (Lego) - Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5785,X3 Terran Conflict Trailer 2.6,Egosoft,Egosoft,,1683,285,0,20000,0,0,0,0,0,0,0,0,English,"Simulation, Strategy","320,223,154,152,136,128,122,112,108,84,68,55,34,31,30,27,20,17,16,7"
5786,Portal 2 E3 Demo (Wheatley),,,,0,0,0,20000,0,0,0,0,0,0,0,0,English,,[]
5787,Portal 2 E3 Demo (Excursion Funnels),,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5788,Portal 2 E3 Demo (Faith Plates),,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5789,Portal 2 E3 Demo (Thermal Discouragement Beams),,,,0,0,0,20000,0,0,0,0,0,0,0,0,English,,[]
5790,Portal 2 E3 Demo (Pneumatic Diversity Vents),,,,0,0,0,20000,0,0,0,0,0,0,0,0,English,,[]
5791,Portal 2 E3 Demo (Repulsion Gel),,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5793,Alien Breed: Impact Co-op Trailer,Team17 Software Ltd. ,Team17 Software Ltd.,,808,312,0,20000,0,0,0,0,0,0,0,0,,Action,"88,47,46,44,35,35,25,22,18,18,17,12,9,8"
5794,ARMA II: Operation Arrowhead Trailer 2,Bohemia Interactive,Bohemia Interactive,,17726,1521,0,20000,0,0,0,0,0,0,0,0,,"Action, Strategy, Simulation","449,295,267,254,230,221,214,185,176,170,141,124,103,101,100,95,91,76,75,68"
5795,Portal 2 E3 Demo (Propulsion Gel),,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5796,Sacraboar Trailer,Makivision Games,Makivision Games,,14,42,0,20000,0,0,0,0,0,0,0,0,,"Action, Indie, Strategy","24,23,23,5"
5797,Sniper: Ghost Warrior - Basic Tactics,City Interactive S.A.,City Interactive S.A.,,2316,1903,0,20000,0,0,0,0,0,0,0,0,,Action,"140,97,61,48,48,47,42,35,33,27,12,8,5"
5798,Puzzle Agent Trailer,Telltale Games,Telltale Games,,1574,214,0,20000,0,0,0,0,0,0,0,0,,"Adventure, Casual","116,91,83,57,51,50,47,41,29,27,22,20,19,15,9,9,8,7,6,6"
5799,Front Mission Evolved E3 2010 Trailer,Double Helix Games,"SQUARE ENIX, Eidos Interactive",,484,310,0,20000,0,0,0,0,0,0,0,0,,Action,"82,67,35,26,16,13,10,5"
5801,Front Mission Evolved Trailer 2,Double Helix Games,"SQUARE ENIX, Eidos Interactive",,479,310,0,20000,0,0,0,0,0,0,0,0,,Action,"78,66,33,26,15,13,10,5"
5802,NASA Moonbase Alpha Trailer,"Virtual Heroes, Army Game Studio",NASA,,10015,1173,0,20000,0,0,0,0,0,0,0,0,,"Adventure, Strategy, Casual","307,267,225,217,165,141,139,136,119,118,114,109,103,92,76,75,62,57,56,53"
5803,Darwinia trailer,Introversion Software,Introversion Software,,485,161,0,20000,0,0,0,0,0,0,0,0,,"Strategy, Indie","96,79,60,46,39,14,12,7,5"
5804,4 Elements Movie,Playrix Entertainment,Playrix Entertainment,,551,92,0,20000,0,0,0,0,0,0,0,0,English,"Casual, Adventure","70,47,37,27,26,16,14"
5805,Eschalon Book II Video,Basilisk Games,Basilisk Games,,58,12,0,20000,0,0,0,0,0,0,0,0,,RPG,"40,33,14,11,6,5"
5806,DCS: Black Shark Trailer,Eagle Dynamics,The Fighter Collection,,0,0,0,20000,0,0,0,0,0,0,0,0,,Simulation,[]
5807,DCS: Black Shark Trailer Overview,Eagle Dynamics,The Fighter Collection,,0,0,0,20000,0,0,0,0,0,0,0,0,,Simulation,[]
5808,Disciples III - Renaissance Trailer,"Akella, .dat",Kalypso Media Digital,98,159,126,60,20000,0,0,0,0,0,0,0,0,English,"Strategy, RPG","39,37,19,9,6"
5809,Future Wars Trailer,Headup Games / Radon Labs,Meridian4,97,83,206,30,20000,0,0,0,0,0,0,0,0,,Strategy,"58,16,12,10,9,5"
5810,MotorM4X Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5811,Rhythm Zone Trailer,Sonic Boom Games,Sonic Boom Games,,0,0,0,20000,0,0,0,0,0,0,0,0,,"Casual, Indie",[]
5812,Blacklight Tango Down Teaser,Zombie Studios,Ignition Entertainment,,135,210,0,20000,0,0,0,0,0,0,0,0,English,Action,"34,14,9,5,5"
5813,Blacklight Tango Down Madness Of War Trailer,Zombie Studios,Ignition Entertainment,,133,211,0,20000,0,0,0,0,0,0,0,0,English,Action,"33,13,8"
5814,ArcaniA Trailer,Spellbound Studios,Nordic Games,,776,798,0,20000,0,0,0,0,0,0,0,0,,RPG,"144,62,51,50,40,36,27,24,19,12,11,6,6"
5815,Chaser Trailer,Cauldron,Nordic Games,,615,229,0,20000,0,0,0,0,0,0,0,0,English,Action,"53,47,28,27,26,26,21,19,18,17,12,12,10,5"
5816,Guill 2 Renaissance,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5817,Medal of Honor - Limited Edition,,,,3382,1403,0,20000,0,0,0,0,0,0,0,0,,,"234,188,158,133,111,111,106,87,66,36,32,31,30,29,26,20,12,11,9"
5818,Medal of Honor - Wolf,Electronic Arts,Electronic Arts,,3382,1403,0,20000,0,0,0,0,0,0,0,0,,Action,"234,188,158,133,111,111,106,87,66,36,32,31,30,29,26,20,12,11,9"
5819,Medal of Honor - Missions,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5820,Medal of Honor - Announce,Electronic Arts,Electronic Arts,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5821,Medal of Honor - T6E3SP,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5822,MOH - E3 Trailer,,,,3373,1397,0,20000,0,0,0,0,0,0,0,0,,,"234,188,158,132,111,110,105,87,66,35,32,31,30,28,26,20,12,11,9"
5823,Tidalis Launch Trailer,"Arcen Games, LLC","Arcen Games, LLC",,130,66,0,20000,0,0,0,0,0,0,0,0,,,"48,44,38,25,24,24,21,21,16,14,12,12,11,10,10,10,10,10,10,10"
5824,Tidalis Extended Trailer,"Arcen Games, LLC","Arcen Games, LLC",,130,66,0,20000,0,0,0,0,0,0,0,0,,,"48,44,38,25,24,24,21,21,16,14,12,12,11,10,10,10,10,10,10,10"
5825,Alien Swarm Gameplay Video,Valve,Valve,,17496,938,0,20000,0,0,0,0,0,0,0,0,,Action,"3,646,721,558,502,430,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
5826,Fallen Earth - Better Off,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5827,Fallen Earth - Sniper,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5828,Fallen Earth - Reviews,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5829,Global Agenda - Mashup Trailer,Hi-Rez Studios,Hi-Rez Studios,,0,0,0,20000,0,0,0,0,0,0,0,0,,"Action, Massively Multiplayer, RPG",[]
5830,Burn Zombie Burn Trailer,Doublesix Games,P2 Games,,65,93,0,20000,0,0,0,0,0,0,0,0,,Action,"34,20"
5831,Greed Final Trailer,"Headup Games, Clockstone",Meridian4,,107,154,0,20000,0,0,0,0,0,0,0,0,,"Action, RPG","48,41,19,18,15,12,12,9,5"
5832,Rig n Roll Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5833,The Guild II Renaissance Trailer,,,,1932,478,0,20000,0,0,0,0,0,0,0,0,,,"158,155,135,128,104,83,78,78,69,67,64,58,43,35,19,19,8,8,8,8"
5834,Mafia II - Dev Diary 1,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5835,Mafia II - Dev Diary 2,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5836,Mafia II - Dev Diary 3,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5837,Mafia II - Boom Boom,2K Czech,2K Games,,33568,1956,0,20000,0,0,0,0,0,0,0,0,,Action,"134,010,891,064,918,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
5838,Mafia II - E3 Trailer,2K Czech,2K Games,,33360,1940,0,20000,0,0,0,0,0,0,0,0,,Action,"133,810,871,061,916,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
5839,Worms Reloaded Trailer,,,,2568,436,0,20000,0,0,0,0,0,0,0,0,,,"147,92,84,78,66,65,64,53,42,41,38,33,31,29,20,20,18,15,13"
5840,Lara Croft Guardian of Light Trailer 2 (PEGI),,,,2586,245,0,20000,0,0,0,0,0,0,0,0,,,"189,171,130,114,107,99,96,77,72,52,51,44,41,41,40,33,32,29,19,14"
5841,DC Universe Online - E3 Trailer,Sony Online Entertainment,Sony Online Entertainment,,10309,2742,0,20000,0,0,0,0,0,0,0,0,,"Action, Adventure, Massively Multiplayer","771,528,445,398,358,333,323,292,279,271,225,211,181,163,150,143,136,106,106,42"
5842,Trainz 2010 Trailer,N3V Games,N3V Games,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Simulation,[]
5843,WMC Twice in a Blue Moon Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5844,Deus Ex: Human Revolution Trailer,Eidos Interactive,SQUARE ENIX,,0,0,0,20000,0,0,0,0,0,0,0,0,,"Action, RPG",[]
5845,AC_Dead_Mans_Folly_Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5846,Buried_In_Time_Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5847,DeadTime_Stories_Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5848,Paradise Quest Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5849,Treasures_of_the_Serengeti Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5850,WMC A Darker Shade,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5851,WMC Death_in_Scarlet Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5852,Alter Ego Trailer,bitComposer Games,Viva Media,,140,58,0,20000,0,0,0,0,0,0,0,0,English,Adventure,"38,28,8,6"
5853,Commander - CotA Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
5854,Kane & Lynch 2 - Focus on the Job - PEGI (EN),,,,3016,2030,0,20000,0,0,0,0,0,0,0,0,,,"145,76,72,70,51,45,38,35,34,33,30,28,26,20,16,16,15,13,9,8"
5855,K&L2: Focus on the Job (ESRB) (EN),Io Interactive,"SQUARE ENIX, Eidos Interactive",,2756,1867,0,20000,0,0,0,0,0,0,0,0,,Action,"126,68,60,60,48,37,30,30,30,29,27,24,24,15,14,12,10,8,7,5"
5856,K&L2: Focus on the Job (FR),IO Interactive,"SQUARE ENIX, Eidos Interactive",,2855,1948,0,20000,0,0,0,0,0,0,0,0,,Action,"145,76,71,70,51,45,38,35,34,32,30,28,26,19,16,15,15,13,9,8"
5857,K&L2: Focus on the Job (IT),IO Interactive,"SQUARE ENIX, Eidos Interactive",,3057,2062,0,20000,0,0,0,0,0,0,0,0,,Action,"145,76,72,70,51,45,40,37,35,34,31,30,26,20,17,16,16,13,9,8"
5858,K&L2: Focus on the Job (ES),IO Interactive,"SQUARE ENIX, Eidos Interactive",,2853,1948,0,20000,0,0,0,0,0,0,0,0,,Action,"144,75,71,69,51,45,38,35,34,32,30,28,26,18,16,15,15,13,9,8"
5859,K&L2: Focus on the Job (DE),,,,3068,2070,0,20000,0,0,0,0,0,0,0,0,,,"146,76,73,71,51,45,40,37,35,34,31,31,26,20,17,16,16,13,9,8"
5860,"K&L2: Ihr denkt, ihr knnt mich tten?",IO Interactive,"SQUARE ENIX, Eidos Interactive",,2687,1790,0,20000,0,0,0,0,0,0,0,0,,Action,"125,68,60,59,48,37,30,30,29,29,27,24,24,15,14,12,10,8,6,5"
5861,Lara Croft Guardian of Light Trailer 2 (ESRB),,,,2580,244,0,20000,0,0,0,0,0,0,0,0,,,"189,171,130,114,107,99,96,77,72,52,51,44,41,41,40,33,32,29,19,14"
